type,release_year,rating,country,listed_in
1,2019,11,634,238
0,2021,12,272,325
1,2018,11,634,396
1,2018,11,733,396
1,2021,11,600,289
0,2020,9,317,371
1,2021,12,600,442
1,2021,9,600,457
0,2019,11,733,322
1,2021,9,600,505
0,2021,10,600,466
0,2020,9,58,278
0,2021,9,503,281
0,2021,9,251,322
1,2020,11,251,408
0,2013,8,600,355
0,2016,8,94,341
1,2021,9,433,406
0,2020,11,480,196
0,2021,9,503,194
0,2018,7,600,340
0,2020,10,733,280
0,2021,8,586,223
0,2020,9,251,315
0,2017,12,734,278
1,2021,11,251,408
1,2021,11,212,401
0,2019,11,251,196
1,2021,9,433,389
0,2018,9,600,341
1,2021,9,433,401
1,2021,11,733,80
1,2021,11,600,288
1,2021,11,503,109
1,2021,9,600,295
0,2018,12,600,271
0,2021,12,600,120
0,2002,9,251,22
1,2020,11,600,257
0,2017,6,600,126
1,2021,14,503,429
0,2018,9,600,508
1,2021,9,600,482
0,2021,9,366,197
0,2020,11,503,316
1,2021,9,600,442
1,2005,11,600,482
0,2021,11,441,466
0,2019,11,251,325
1,2021,10,503,104
0,2021,9,600,227
0,2021,14,340,120
1,2019,11,335,241
1,2016,11,340,249
0,2018,9,441,197
0,2020,9,272,325
0,2012,8,600,318
0,2021,11,467,371
0,2021,9,392,217
0,2008,11,600,285
1,2021,11,600,231
0,2021,11,162,214
0,2019,6,600,333
1,1945,11,600,507
1,2008,10,600,429
0,2016,8,617,194
0,2020,9,105,52
1,2020,11,600,261
0,2017,11,162,466
0,2017,12,36,315
1,2021,11,441,238
1,2021,11,45,241
0,2020,9,480,322
0,2021,8,600,314
0,2021,11,433,39
0,2021,8,600,271
0,2020,11,301,325
0,2021,9,105,52
0,2020,11,392,197
0,2020,11,444,52
1,2021,11,600,458
1,2012,11,121,238
1,2018,14,600,418
0,2020,12,340,308
1,2021,11,600,468
0,1997,7,600,20
1,2019,9,58,493
1,2018,9,600,461
1,2018,9,600,492
0,2019,11,503,305
0,2010,8,600,508
0,2008,8,587,328
1,2020,11,386,389
1,2019,9,600,505
1,2015,12,89,429
1,2019,9,600,460
0,2005,6,600,148
1,2019,14,162,429
0,2020,7,398,306
0,2018,8,600,341
0,2021,11,441,52
0,2021,6,600,124
0,2021,7,503,322
1,2021,9,600,288
0,2021,12,272,140
1,2021,11,489,412
0,2021,9,600,281
1,2021,11,600,483
0,2020,11,251,196
1,2018,11,600,455
0,2021,9,30,137
0,2018,9,366,322
1,2021,13,715,418
0,2019,9,733,217
0,2019,12,733,325
1,2021,9,58,381
1,2021,9,433,235
1,2019,9,317,80
0,2020,11,397,215
0,2010,7,640,340
0,2021,8,271,305
0,2020,8,600,182
0,2020,8,555,305
0,2020,8,600,305
1,2021,11,340,395
0,2020,9,600,508
1,2021,11,600,297
1,2021,13,600,418
0,2013,8,600,0
0,2016,7,582,337
0,2020,8,713,341
0,2018,9,600,314
1,2021,11,600,442
1,2021,14,600,436
1,2021,9,600,473
0,2020,10,45,126
1,2016,10,600,429
0,2021,8,248,0
0,2014,6,600,124
0,2019,13,704,120
1,2020,11,618,497
0,2020,8,600,508
0,2021,11,251,322
0,2021,9,600,271
0,2021,12,433,323
0,2011,11,272,322
0,2020,9,272,197
0,2017,8,600,340
1,2021,11,600,231
0,2019,11,2,371
0,2021,11,733,466
1,2020,11,503,116
0,2021,11,600,271
0,2011,8,162,197
0,2005,9,251,322
0,2005,9,251,217
0,2021,14,87,124
0,2021,9,600,271
0,2003,11,251,322
1,2021,11,503,96
0,2018,11,254,315
1,2021,13,251,429
1,2021,9,600,288
0,2021,11,489,197
1,2021,9,441,82
0,2020,9,272,322
0,2016,6,173,124
0,2020,8,68,305
0,2021,11,733,280
1,2021,11,600,294
0,2020,9,162,281
1,2021,11,600,302
1,2021,12,348,383
0,1999,9,251,25
1,2020,10,733,289
1,2019,9,600,288
0,2012,7,600,228
0,2020,9,368,25
0,2014,11,600,182
0,2009,8,618,355
1,2021,9,600,471
1,2021,10,600,442
0,1987,8,600,466
0,2020,13,600,143
0,2013,7,600,314
0,1997,6,600,124
0,2009,7,600,271
1,2021,10,600,297
0,2007,8,600,38
1,2017,11,600,464
0,2017,8,503,0
0,2011,7,600,182
1,2021,11,340,396
0,1988,8,600,196
1,2020,14,733,429
1,2014,13,85,418
0,2019,9,600,271
1,2013,10,600,431
0,2021,9,600,271
0,2011,7,545,64
0,2021,11,433,214
0,1993,7,600,172
0,2017,11,600,329
0,2020,11,733,466
0,2014,9,251,197
1,2020,9,600,502
0,2020,12,272,37
0,2019,9,272,197
1,2020,10,600,442
1,2019,11,600,262
1,2020,11,148,417
1,2020,11,301,232
1,2018,9,503,93
0,2020,11,480,346
1,2020,14,733,75
1,2020,12,433,389
0,2020,7,600,305
0,2011,6,618,124
0,2020,11,600,182
1,2019,11,414,241
0,2020,11,163,322
1,2020,12,251,289
0,2020,13,58,120
0,2020,11,251,197
1,2020,11,600,458
0,2019,10,386,365
0,2020,6,600,124
0,2019,11,272,197
0,2018,10,272,140
0,2019,9,386,325
0,2012,9,600,24
0,2020,7,600,305
0,2020,11,480,323
0,2020,8,600,333
0,2020,11,600,466
1,2020,9,433,389
0,2020,9,352,439
1,2020,13,600,418
1,2016,13,527,111
0,2020,13,503,124
1,2010,13,503,110
0,2020,11,600,285
0,2018,8,715,182
0,2019,9,150,214
0,2020,11,503,466
0,2012,7,600,305
1,2019,11,424,241
0,2020,8,600,182
1,2020,11,368,389
0,2020,8,600,331
0,2020,12,733,285
0,2006,12,336,126
1,2020,11,251,408
0,2004,12,336,315
0,2009,9,336,325
0,2020,9,121,197
0,2018,8,58,0
0,2019,9,272,325
0,2017,9,386,217
1,2020,13,352,110
1,2020,11,433,389
0,2019,9,386,365
1,2020,11,600,468
0,2019,12,733,325
1,2020,11,45,289
1,2020,11,733,300
0,2012,11,387,323
1,2020,11,424,406
0,2016,7,600,355
0,2013,7,600,305
1,2011,9,683,80
1,2011,9,317,80
0,2016,8,600,340
1,2020,11,503,96
0,2020,11,251,466
1,2014,9,600,442
0,2018,8,58,320
1,2020,13,600,429
1,2020,11,600,288
1,2011,9,600,442
1,2006,9,600,442
0,2019,9,283,314
0,2020,7,600,227
1,2021,14,517,418
1,2020,11,600,496
0,2020,11,600,182
1,2020,9,326,412
1,2018,13,162,429
0,2020,13,733,120
0,2020,3,600,137
0,2020,7,600,271
1,2020,11,441,396
0,2020,7,600,222
0,2020,11,251,327
1,2020,11,317,403
0,2020,11,86,329
1,2020,9,733,241
0,2016,10,386,365
0,2013,9,386,325
0,2019,11,386,215
0,2019,11,386,315
1,2013,9,410,405
1,2019,9,150,390
0,2020,9,301,197
1,2020,10,600,429
1,2020,12,600,432
1,2020,9,600,297
0,2020,12,417,278
0,2020,6,600,124
0,2020,11,45,280
1,2019,12,324,390
1,2020,9,600,492
0,2020,14,600,120
0,2020,13,733,120
0,2016,8,600,340
1,2018,9,433,390
0,2020,8,600,36
1,2020,9,733,261
1,2020,11,162,232
1,2020,11,480,409
0,2020,13,58,120
1,2020,11,251,389
1,2020,11,600,482
0,2020,14,600,124
0,2020,11,212,220
1,2020,11,424,241
0,2020,11,489,214
0,2020,8,600,314
1,2020,11,733,114
0,2020,12,600,137
0,2019,9,386,325
0,2018,11,165,197
0,2020,13,733,120
0,2020,11,45,214
0,2013,9,386,197
1,2020,12,503,100
0,2020,11,249,466
1,2020,9,272,406
0,2020,11,392,197
0,2020,11,212,466
0,2014,7,649,0
0,2020,13,600,120
0,2009,7,679,508
1,2014,9,600,442
0,2014,8,600,208
0,2014,7,503,325
1,2018,13,457,418
1,2012,9,600,442
0,2006,6,600,124
0,2020,11,600,182
1,2015,13,676,110
1,2017,13,575,429
0,2018,8,246,0
0,1990,7,30,0
1,2006,11,618,156
1,2010,9,600,443
0,2006,7,686,508
1,2018,9,433,414
0,2018,8,630,20
1,2020,12,600,288
1,2018,12,503,114
0,2020,11,386,346
0,2020,12,386,322
0,2018,8,600,508
0,2019,13,600,120
0,2020,11,600,0
1,2020,9,433,401
0,2020,13,600,120
0,2020,12,600,134
0,2020,11,441,346
1,2020,11,251,381
1,1999,9,15,413
1,2020,11,212,389
1,2020,9,600,442
0,2020,11,301,52
0,2020,11,433,371
0,2018,12,386,215
0,2020,9,600,466
0,2020,11,600,39
0,2017,9,386,217
0,2020,8,503,341
1,2020,11,317,77
0,2020,12,586,439
0,2020,6,58,124
0,2020,9,733,349
0,2020,9,251,349
1,2015,11,366,389
0,2020,13,600,124
0,2020,8,600,305
0,2020,11,2,322
1,2020,9,150,406
0,2020,8,600,0
0,2020,11,600,285
1,2017,11,433,390
0,2018,9,150,25
0,2020,12,600,147
0,2013,8,700,0
0,2019,9,322,371
0,2020,13,600,120
1,2020,10,105,289
1,2019,9,733,408
0,2020,6,600,305
1,2020,11,251,389
0,2020,12,600,124
1,2020,12,600,294
0,2004,11,251,322
0,2011,9,251,25
0,2010,9,251,216
0,2015,9,251,325
0,2010,9,386,365
0,2016,11,251,371
0,2011,9,251,39
0,2016,9,251,328
0,2020,10,600,126
0,2018,10,386,197
0,2009,9,251,214
1,2020,10,600,442
0,2020,12,683,322
0,2020,11,600,466
1,2020,14,600,429
1,2020,11,600,294
0,2016,7,586,333
0,2017,8,600,271
0,2017,10,618,440
1,2013,9,600,442
1,2019,13,317,86
0,2013,6,600,124
0,2018,10,58,452
1,2021,13,92,418
1,2014,9,600,442
1,2020,11,586,109
0,1954,10,600,122
0,2019,9,600,508
1,2019,11,600,503
0,2020,14,251,124
0,2020,6,600,147
0,2020,12,45,278
0,2020,7,301,322
1,2020,11,441,238
0,2008,10,386,365
1,2020,11,489,408
0,2018,11,386,325
0,2013,8,600,314
1,2020,11,433,241
0,2020,11,251,197
0,2019,11,2,323
0,2008,7,618,341
1,2020,9,45,381
1,2020,11,15,482
1,2020,11,600,474
1,2020,11,600,231
0,1979,9,327,278
0,2020,11,31,322
1,2006,9,600,507
1,2020,9,600,457
1,2020,14,733,86
1,2018,12,319,86
0,2020,11,366,322
1,2020,12,600,442
0,2020,11,480,322
0,2019,11,449,315
0,2016,8,600,182
1,2018,11,15,406
0,2020,11,600,330
0,2019,9,386,325
1,2020,9,2,232
0,2020,10,58,227
0,2012,9,386,325
0,2020,10,600,131
1,2020,9,150,409
0,2018,10,58,333
0,2018,12,58,200
1,2020,11,467,389
0,2020,12,251,322
0,2020,11,212,466
0,2020,9,317,322
0,2016,12,733,278
0,2020,12,733,271
1,2020,11,58,406
0,2018,8,86,463
1,2019,11,600,442
0,2019,12,600,124
1,2002,9,600,460
0,2020,13,600,120
0,2020,13,600,120
0,2018,6,58,120
1,2019,9,600,442
1,2018,9,600,288
1,2019,13,600,418
1,2018,13,600,418
1,2020,14,58,418
1,2019,14,143,418
1,2019,13,645,429
0,1989,6,600,124
0,2018,8,631,0
0,2018,8,600,321
0,2016,8,536,340
1,2018,13,206,429
1,2020,11,433,241
0,2012,7,463,305
0,1994,6,600,42
1,2018,9,433,235
0,2020,8,600,230
1,2017,12,45,289
0,2018,11,368,39
1,2019,12,15,381
0,2019,9,600,321
0,2020,9,503,342
0,2017,9,366,322
0,2020,9,251,346
1,2020,13,733,419
1,2020,9,600,481
0,2020,11,162,328
1,2020,9,600,294
1,2020,11,301,241
0,2020,11,347,346
0,2013,9,386,346
0,2020,11,600,227
0,2016,9,733,360
0,2013,8,600,439
0,2020,11,392,346
0,2020,12,600,271
1,2020,11,600,75
1,2020,13,600,418
0,2020,9,2,281
0,2020,11,600,182
1,2020,9,480,391
0,2009,9,251,216
0,2018,8,284,38
0,2019,11,15,331
0,2019,11,45,215
1,2020,11,212,401
1,2020,11,600,289
0,2020,6,117,147
0,2018,9,600,340
1,2020,11,441,238
1,2020,11,600,493
0,2017,11,600,271
0,2020,11,368,346
0,2018,11,386,325
0,2019,7,503,199
0,2018,9,386,325
0,2018,8,60,314
0,2020,8,600,196
0,2020,12,83,278
1,2020,11,600,467
0,2020,7,503,336
0,2020,13,58,120
0,2020,7,600,44
0,1975,9,326,173
0,2005,9,326,324
0,2013,11,326,197
0,2014,9,333,278
0,2017,11,326,315
0,1991,11,167,172
0,2017,11,326,278
0,2012,11,334,322
0,2003,11,328,325
0,1982,9,188,315
0,2007,11,189,315
1,2020,11,733,231
0,1999,11,197,322
0,2018,9,326,217
0,1980,9,327,278
0,2005,11,468,322
0,2012,6,600,124
1,2020,9,433,389
0,2020,8,503,0
0,2018,11,322,217
1,2020,11,600,501
0,2016,8,600,0
1,2020,11,162,401
1,2020,11,347,238
1,2020,14,600,429
0,2020,8,725,305
0,2014,8,700,355
0,2020,12,600,120
0,2016,8,600,0
0,2018,9,150,25
1,2018,13,503,110
1,2005,9,600,482
0,2017,12,273,322
0,2020,9,272,325
1,2006,9,600,492
1,2020,14,600,418
0,2020,12,251,278
1,2020,11,600,483
0,2020,9,480,54
0,2020,9,600,285
0,2020,11,340,278
0,2004,9,251,367
0,2020,13,503,120
1,2020,11,600,448
0,1990,9,251,197
0,1982,9,251,264
0,2015,11,251,217
1,2020,14,600,429
0,2006,9,251,214
0,2002,9,251,322
0,2017,11,600,341
1,2020,11,600,288
0,2020,11,251,217
0,2018,11,493,214
0,2020,13,58,120
0,2020,8,600,196
1,2020,11,600,494
0,2020,11,162,280
1,2020,9,433,389
0,2004,11,2,322
1,2020,9,433,241
1,2020,11,618,477
0,2020,7,600,204
1,2020,11,405,410
0,2020,8,600,182
0,2019,9,503,285
0,2020,13,58,120
0,2017,9,600,333
1,2020,9,251,100
0,2020,6,715,271
0,2020,11,58,282
0,2018,9,489,327
1,2016,13,733,418
1,2017,13,733,418
0,2016,9,489,217
0,2020,13,733,120
1,2005,12,600,429
1,2020,11,600,457
1,2009,12,15,433
0,2020,11,366,322
0,2020,11,251,197
0,2020,11,301,349
0,2017,11,489,217
0,2020,7,600,204
0,2020,11,340,217
0,2020,12,336,25
0,2017,8,416,340
0,2019,9,600,282
0,2013,11,424,39
1,2019,9,600,493
1,2018,11,433,390
1,2016,11,317,85
0,2016,8,600,36
1,2020,11,45,242
0,2019,9,600,271
0,2016,7,361,22
0,2019,11,687,278
1,2018,11,733,289
1,2020,11,218,408
0,2005,7,715,285
1,2019,11,2,387
1,2018,11,317,80
0,2019,12,733,217
0,2020,9,410,209
0,2020,8,615,36
1,2003,12,600,482
1,2019,9,600,483
0,2018,9,600,340
1,2020,11,340,238
0,2020,11,600,271
0,2019,12,351,322
1,2010,11,317,80
1,2020,12,600,482
0,2018,11,563,328
0,2020,8,600,329
0,2020,11,600,282
1,2020,11,15,259
0,2012,7,600,271
0,2020,11,600,466
0,2020,8,600,0
0,2002,7,429,280
0,2013,12,251,315
0,2014,9,251,197
0,2008,11,251,216
0,2003,12,251,216
0,2009,9,251,217
0,2007,9,251,216
0,1999,9,251,325
0,2007,9,251,328
0,2007,12,251,216
1,2020,12,600,288
1,2019,11,600,401
1,2020,9,600,482
0,2015,9,251,315
1,2020,9,212,232
1,2020,13,733,429
0,2016,11,733,322
1,2020,11,600,482
1,2020,11,433,410
0,2019,11,733,280
0,2011,7,668,61
1,2020,11,600,288
0,2020,7,503,11
0,2020,10,600,271
1,2020,11,600,288
0,2020,12,600,271
0,2018,12,317,322
0,2016,11,317,52
0,2017,11,317,52
0,2017,11,317,52
0,2016,11,317,52
0,2019,11,733,52
0,2016,11,317,52
0,2019,11,150,349
0,2013,9,251,214
0,2015,9,251,52
1,2020,13,733,429
0,2013,11,251,325
0,2016,9,251,214
0,2014,11,251,328
0,2020,11,251,315
1,2020,11,600,494
1,2020,10,600,442
1,2019,9,600,262
0,2020,9,272,217
0,2014,9,251,371
1,2020,11,733,80
0,2020,11,162,280
0,2020,13,503,124
0,2014,9,733,371
0,2020,11,600,314
1,2020,11,212,406
1,2020,11,301,413
1,2020,9,600,297
1,2020,11,535,97
0,2018,11,733,466
1,2020,11,392,241
1,2020,12,600,442
0,2020,8,600,340
0,2020,11,441,328
0,2016,8,541,52
1,2020,11,503,109
0,2020,12,488,278
0,2020,11,503,466
0,2002,8,206,318
1,2020,11,600,290
0,2013,6,642,124
0,2020,6,733,120
0,2018,11,366,324
1,2020,13,520,110
0,2020,9,340,126
1,2020,11,162,406
1,2007,9,600,482
0,2014,6,600,120
0,2020,14,217,124
1,2020,11,441,396
1,2020,11,503,108
0,2014,9,733,466
0,2018,9,251,328
0,2018,9,251,322
0,2019,9,251,322
0,2019,12,251,322
0,2018,12,251,197
0,2017,10,251,140
1,2020,9,600,493
1,2020,10,600,429
0,2019,11,251,325
0,2018,11,489,217
0,2016,9,251,197
0,2016,9,251,197
0,2017,10,272,120
0,2018,9,150,328
0,2020,11,600,204
0,2020,9,251,196
0,2020,11,162,322
1,2020,12,600,442
1,2020,11,441,232
0,2020,9,2,216
0,2020,7,600,271
0,2020,11,433,349
1,2020,9,433,390
0,2020,10,424,135
0,2010,11,489,315
1,2020,14,733,418
0,2010,6,600,271
1,2017,11,24,498
0,2020,8,503,305
1,2020,9,600,459
0,2020,8,600,314
0,2019,9,424,197
1,2020,14,600,418
0,2019,11,366,196
0,2015,9,386,217
0,2020,11,45,466
0,2018,12,272,315
0,2020,12,600,212
1,2020,11,503,241
1,2020,9,600,294
0,2020,11,212,315
0,2009,6,228,124
0,2020,10,743,280
1,2020,11,733,304
0,2018,7,244,40
0,2016,9,386,365
0,2020,13,352,147
1,2017,11,317,80
1,2020,13,600,418
1,2012,11,134,408
0,2019,12,320,69
1,2016,9,317,84
0,2016,9,317,5
1,2020,11,600,468
1,2002,11,162,405
1,2020,14,164,418
0,2011,6,600,124
0,2008,8,600,182
1,1998,12,600,492
0,1998,9,251,197
0,2018,11,441,281
0,2020,14,600,124
0,2020,11,301,327
1,2019,9,317,84
0,2011,6,608,124
1,2020,13,503,94
0,2020,13,58,120
0,2020,9,251,217
0,2020,11,600,0
0,2020,6,600,305
1,2020,11,586,96
1,2020,11,251,406
0,2020,11,425,52
0,2020,11,441,371
1,2020,9,317,80
0,1998,11,600,196
0,2020,11,480,349
0,2016,7,600,306
1,2020,11,121,396
0,2019,11,698,323
0,2020,11,600,271
1,2020,11,600,442
0,2020,7,503,281
1,2020,13,600,418
1,2020,11,600,501
0,2016,7,600,340
1,2019,11,733,115
1,2013,10,366,405
0,2020,9,251,328
0,2020,11,340,343
1,2020,11,600,482
1,2020,9,58,381
0,2020,12,600,9
1,2020,11,433,414
0,2020,12,600,282
0,2019,11,150,214
0,2020,9,2,322
1,2020,9,600,442
1,2020,9,600,297
0,2020,14,733,124
0,2019,8,600,182
0,2017,12,366,197
0,2020,12,272,197
1,2020,14,600,418
0,2018,12,272,275
0,2012,7,586,324
0,2014,7,718,60
1,2020,11,433,235
1,2016,12,733,390
1,2020,11,134,406
1,2014,9,410,408
0,2009,12,251,216
1,2020,11,45,411
0,2020,10,733,281
0,2020,14,58,124
0,2018,11,696,314
0,2020,13,503,120
0,2020,8,600,0
1,2020,11,600,257
1,2020,11,121,238
1,2014,14,600,428
1,2018,14,317,86
0,2019,11,162,197
0,2016,8,586,314
0,2012,11,640,321
1,2020,11,600,442
0,2020,9,251,39
0,2014,6,600,132
0,2020,11,600,466
1,2020,10,600,429
1,2019,11,317,381
0,2020,7,600,333
0,2018,9,733,322
1,2016,9,366,408
0,2020,8,626,355
0,2020,11,212,214
1,2020,11,441,238
1,2020,11,733,442
1,2020,12,212,381
0,2018,9,600,271
0,2020,13,600,120
1,2020,12,600,298
1,2020,14,600,428
1,2020,13,600,418
0,2020,9,600,182
1,2016,14,58,418
0,2020,12,734,280
1,2020,11,148,410
0,2020,9,162,281
0,2019,9,733,371
1,2020,9,600,232
0,2020,13,733,120
0,2020,10,600,124
1,2020,12,45,291
0,2020,11,600,466
1,2020,11,600,288
0,2020,11,600,196
0,2017,8,600,182
1,2000,12,600,492
1,2020,10,58,418
1,2014,9,317,89
0,2020,8,600,0
0,2020,13,58,120
1,2018,10,58,422
0,2017,8,494,333
1,2008,9,317,81
1,2020,13,600,418
0,2020,11,733,466
0,2018,8,58,437
1,2020,12,503,97
0,2020,13,212,124
0,2020,11,251,328
0,2020,11,424,217
0,2020,10,600,120
1,2020,12,600,442
1,2020,9,618,480
0,2017,11,384,322
1,2020,14,600,75
0,2020,11,251,196
1,2020,11,733,389
0,2016,11,366,217
0,2019,11,350,328
0,2020,11,46,315
0,2020,11,392,328
0,2020,12,600,271
0,2019,11,600,271
1,2020,11,600,288
0,2020,11,600,196
1,2019,11,600,483
0,2020,9,251,214
0,2020,9,105,52
0,2016,11,251,315
0,2020,14,114,124
0,2020,13,600,124
0,2019,11,366,322
0,2020,11,455,371
0,2020,11,317,325
1,2020,10,441,383
0,2020,9,586,227
1,2015,9,600,288
0,2020,14,433,124
0,2019,12,424,322
1,2020,11,600,231
1,2020,11,368,405
0,2019,11,600,285
0,2019,11,241,39
0,2020,11,503,466
1,2020,12,733,300
1,2017,11,503,96
0,2018,9,168,322
1,2019,13,162,418
1,2018,11,15,443
1,2020,11,505,477
0,2020,8,600,271
1,2020,9,600,259
1,2020,11,45,410
0,2019,11,366,214
0,2020,9,600,508
0,2018,11,165,217
0,2019,9,366,325
1,2020,11,340,238
0,2020,14,733,124
1,2020,11,600,444
1,2016,13,37,111
0,2018,9,366,328
0,2020,11,301,214
1,2020,11,600,288
0,2020,11,15,466
0,2020,11,162,280
0,2016,11,424,322
1,2020,9,45,382
1,2020,12,600,295
0,2018,9,150,214
0,2020,9,600,271
1,2020,14,600,426
0,2020,8,600,0
1,2019,11,38,241
0,2019,10,733,214
1,2020,11,317,80
1,2020,11,489,388
1,2020,9,433,375
0,2018,8,361,286
0,2020,9,600,282
1,2020,11,15,408
0,2018,8,600,208
0,2012,6,640,120
0,2020,11,733,466
0,2019,11,629,286
0,2020,11,733,362
0,2012,9,251,216
0,2011,9,251,22
0,2012,9,251,325
0,2013,11,251,322
0,2013,9,251,22
0,2016,11,251,315
0,2013,9,251,216
0,2015,12,251,197
0,2015,9,251,328
0,2015,9,251,39
0,2014,9,251,25
1,2020,11,485,389
0,2013,11,251,325
0,2013,9,251,328
0,2014,12,251,327
0,2011,11,251,315
0,2014,11,251,217
0,2012,12,251,197
0,2014,9,251,197
0,2019,11,600,318
0,2019,9,251,315
0,2012,9,251,52
0,2015,11,251,197
0,2014,11,251,197
0,2011,11,251,38
0,2013,12,251,328
0,2011,9,251,197
0,2013,9,251,214
1,2020,14,251,429
1,2019,11,441,387
0,2020,11,600,227
0,2020,11,276,322
0,2017,7,474,271
1,2020,11,317,414
1,2020,12,600,442
1,2020,10,600,433
0,2019,11,235,197
1,1993,10,600,442
0,2020,11,45,466
1,2020,11,600,480
0,2019,9,301,278
1,2019,11,503,114
1,2016,11,480,408
1,2019,13,618,418
0,2020,11,441,322
0,2015,11,489,25
0,2019,11,58,285
0,1999,8,655,508
0,2014,11,489,214
1,2020,9,600,443
0,2007,7,586,54
0,2019,11,600,182
0,2019,9,450,278
0,1990,8,687,60
1,2004,13,162,418
0,2020,11,301,217
1,2020,9,317,80
0,2020,11,600,466
1,2020,11,101,408
0,2011,9,568,39
0,2020,10,272,325
0,2019,11,366,278
0,2019,9,733,322
1,2020,11,228,241
0,2020,6,15,139
1,2020,11,121,387
0,2020,7,600,225
1,2020,11,600,288
0,2019,9,366,217
0,2016,11,386,315
0,2019,11,251,325
0,2019,9,733,325
0,2019,9,251,322
1,2020,10,433,374
0,2020,11,251,365
0,2015,9,251,39
0,2006,9,251,325
0,2020,7,600,286
0,2020,11,251,346
1,2020,12,503,104
0,2020,11,96,315
0,2020,11,600,466
1,2020,9,600,158
0,2020,9,251,315
0,2017,12,366,217
1,2020,11,433,375
0,2017,8,600,321
0,2019,11,366,322
1,2020,9,600,297
0,2020,11,251,197
0,1997,9,180,322
0,2020,11,600,282
0,2020,10,600,126
1,2020,12,600,442
0,2020,11,162,39
1,2020,11,45,390
0,2020,11,489,325
0,1994,9,154,322
1,2020,11,600,487
0,2020,11,172,328
0,2020,12,317,67
0,1979,11,151,173
0,1989,11,180,173
0,1982,11,150,172
0,1958,9,150,173
0,1956,9,150,173
0,2020,12,733,281
0,2019,9,386,214
0,2020,10,485,280
0,1963,11,150,17
0,2010,11,326,325
0,1954,9,150,173
0,1970,11,150,173
0,2014,6,80,124
1,2020,11,600,409
0,2018,8,586,208
0,2020,12,600,138
0,2012,9,367,322
0,2016,7,600,355
1,2015,12,600,442
0,2019,11,586,285
0,2013,6,9,149
0,2019,9,336,39
0,2019,11,366,328
1,2020,10,600,429
0,2020,9,251,322
1,2020,9,600,261
0,2020,9,272,325
0,2020,11,251,196
0,2020,8,600,36
1,2020,11,733,443
1,2020,11,641,482
1,2020,11,212,398
0,2020,11,600,466
0,2018,6,317,66
1,2002,9,317,75
1,2020,11,340,238
1,2020,11,394,241
0,2014,11,498,197
0,2008,9,410,214
1,2020,11,301,409
1,2020,9,600,481
1,2020,11,600,295
0,2009,8,600,196
1,2018,11,433,235
1,2020,11,45,414
0,2018,11,433,55
0,2017,7,600,333
0,2020,11,392,325
0,2020,9,251,371
0,2018,9,251,315
1,2018,11,689,253
0,2020,8,600,314
1,2020,11,600,261
0,2016,9,150,322
0,2014,7,600,227
0,2020,9,251,322
0,2019,11,366,214
1,2020,9,600,442
1,2019,9,618,155
0,2020,11,600,38
0,2010,11,733,325
1,2020,11,317,80
0,2017,9,489,325
0,2017,11,489,214
0,2007,11,150,217
0,2017,8,600,196
0,2020,10,600,134
1,2019,9,733,442
0,2008,9,150,214
0,2006,9,150,197
0,2006,9,150,214
0,2009,9,733,217
0,2012,11,150,197
0,2008,9,150,322
0,2004,9,150,25
0,2020,13,58,120
0,2006,12,413,197
0,2011,9,150,217
0,2019,11,150,346
1,1999,14,317,80
0,2020,9,251,196
0,2017,10,745,217
1,2016,11,433,379
0,2019,12,496,214
1,2018,11,317,80
1,2014,11,317,408
0,2018,6,320,2
1,2017,11,433,375
1,2017,11,433,375
0,2017,8,600,194
0,2016,9,547,305
0,2019,9,404,332
0,2018,12,496,197
0,2020,11,251,466
1,2020,11,600,482
0,1999,11,180,325
1,2018,11,279,483
1,2020,11,317,80
0,2014,9,496,206
0,2015,9,496,206
0,2020,11,2,328
1,2016,10,15,429
0,2019,11,348,315
0,2020,11,15,466
0,2019,9,105,25
1,2019,9,600,481
0,2019,8,600,340
1,2020,11,251,402
1,2019,9,600,493
0,2020,10,272,322
0,2020,10,272,324
1,2020,9,503,100
0,2019,11,366,349
0,2018,6,317,66
0,2020,8,600,27
1,2020,11,58,482
0,2018,10,272,325
0,1981,9,324,197
0,1996,9,733,214
0,1982,12,733,217
0,2019,9,96,217
1,2020,11,433,378
0,1979,9,150,197
0,1984,9,733,197
0,1985,9,733,214
0,1981,9,150,217
0,1973,9,150,197
0,1976,12,150,214
0,2010,11,76,322
0,2020,12,600,439
1,2020,9,733,292
0,2014,11,503,314
0,2010,9,600,318
0,2020,11,340,214
1,2020,9,121,396
0,2020,11,251,196
0,2006,12,150,214
0,2009,9,150,52
0,2012,9,150,217
0,2007,9,150,214
0,2008,12,150,214
0,2009,9,150,214
1,2020,11,600,468
1,2020,9,600,458
0,2006,9,150,217
0,2004,9,150,214
0,2012,6,411,315
0,2005,12,150,217
0,2019,9,366,322
1,2020,12,503,104
1,2020,11,600,468
0,2019,11,324,25
1,2009,9,433,375
1,2009,9,433,377
1,2007,14,600,153
0,2017,11,326,322
0,2019,11,441,217
1,2020,11,162,241
1,2019,12,600,493
1,2020,9,600,448
1,2014,11,317,83
1,2020,14,600,428
1,2020,11,485,241
1,2019,11,433,380
1,2015,13,15,418
1,2020,11,580,97
0,2018,9,272,325
0,2019,9,272,325
0,2018,10,496,140
0,2020,11,251,54
0,2017,9,733,322
0,2018,11,340,315
0,2018,9,366,371
0,2018,12,324,197
