type,release_year,rating,country,listed_in
0,2012,9,251,278
0,2020,11,600,227
0,2019,9,496,325
1,2020,13,58,418
0,2020,9,600,182
0,2010,12,251,128
0,1994,9,251,21
1,2019,11,157,241
0,2020,11,600,271
1,2020,11,600,231
0,2020,8,600,340
0,2020,11,301,315
1,2020,11,600,483
1,2020,9,58,381
1,2020,11,549,408
1,2020,14,58,436
0,2016,9,496,368
0,2019,9,324,369
1,2020,11,105,400
0,2018,12,272,322
0,2020,6,600,271
0,2020,11,733,217
0,2020,12,600,466
0,2019,6,269,124
0,2020,10,45,130
0,2019,9,251,322
1,2020,11,2,395
0,2019,7,600,339
0,2020,9,121,214
1,2015,12,733,288
1,2020,12,733,442
0,2019,6,600,339
0,2013,9,600,466
0,2020,6,600,142
0,2020,8,600,321
1,2015,12,733,297
1,2009,9,600,288
0,2020,8,600,314
0,2018,11,600,271
0,2019,11,165,371
0,2020,13,600,120
1,2020,11,600,493
0,2013,11,600,282
0,2008,6,600,124
1,2019,13,405,418
0,2012,9,424,197
1,2019,11,313,408
1,2014,12,317,88
0,2020,11,251,371
1,2020,10,58,429
0,2020,11,251,349
1,2019,11,30,261
0,2020,7,600,198
0,2007,8,600,227
0,2020,13,733,120
0,2020,13,733,120
0,2020,13,733,120
0,2003,6,715,124
0,2020,9,600,508
1,2020,9,317,80
1,2019,11,688,238
1,2019,12,618,497
0,2020,9,45,217
1,2020,11,317,241
1,2020,11,480,241
0,2020,9,600,282
0,2016,12,489,322
1,2020,11,433,235
0,2019,9,366,197
0,2020,11,600,271
1,2020,10,503,104
0,2019,9,251,22
1,2017,11,424,408
0,2006,11,489,197
0,2016,11,492,25
0,2008,11,150,214
0,2011,9,489,197
0,2016,11,489,216
0,2017,11,311,315
0,2016,11,489,214
0,2010,11,733,214
0,2009,9,489,214
0,2005,9,489,25
0,2019,7,600,306
0,2012,9,150,25
0,2019,9,400,214
0,2020,11,251,325
0,2020,11,251,315
1,2020,12,600,297
1,2020,11,503,107
0,2020,9,251,25
0,2010,11,150,197
1,2017,9,433,375
0,2005,11,596,285
0,2006,9,150,214
0,2011,7,171,196
0,2010,9,150,52
0,2009,9,150,327
0,2008,9,150,322
0,2009,9,150,197
1,2019,9,733,408
1,2020,11,503,108
1,2011,12,733,429
0,2019,9,251,371
1,2020,11,489,413
0,2020,11,251,466
1,2020,9,320,77
0,2016,10,272,214
0,2019,9,272,214
1,2020,11,340,395
0,2019,9,272,322
0,2020,11,433,371
1,2020,12,600,299
0,2020,11,600,282
0,2018,11,392,371
0,2019,11,366,322
0,2019,11,441,371
0,2020,6,94,124
1,2020,9,503,104
1,2006,9,317,80
1,2020,11,600,482
1,2018,11,399,238
1,2020,11,600,442
1,2020,11,600,482
0,2020,9,251,197
1,2019,13,251,418
1,2020,9,433,235
1,2020,11,600,482
0,2018,11,489,214
0,2020,11,165,328
1,2020,11,340,238
1,2020,11,251,240
0,2020,11,212,322
0,2020,8,600,314
0,2019,11,455,371
0,2019,11,735,197
1,2020,11,162,399
1,2020,11,295,239
0,2016,7,727,182
0,2015,6,600,141
0,2020,11,45,466
0,2015,8,600,182
0,2019,10,489,128
0,2018,9,386,325
0,2019,12,251,196
1,2020,11,600,231
0,2020,11,251,325
0,2020,11,600,466
0,2018,9,366,322
0,2018,9,366,197
0,2019,9,600,271
0,2019,11,58,50
1,2020,11,600,482
0,2020,11,602,280
0,2020,11,558,217
0,2019,11,162,197
0,2020,10,600,133
1,2019,11,301,241
0,2020,6,600,305
1,2019,9,317,81
1,2020,11,733,381
0,2019,11,386,197
0,2010,6,600,13
0,2017,11,600,466
0,2019,11,600,314
0,2017,8,600,314
0,2019,11,600,344
0,2017,8,287,321
0,2019,8,600,0
1,2013,11,96,396
0,2020,11,600,20
1,2019,9,600,499
0,2020,11,441,278
0,2017,8,530,196
0,2020,9,317,5
0,2019,12,317,71
0,1990,9,251,322
0,2015,9,271,39
0,2012,14,251,120
1,2015,9,600,482
0,2020,11,467,466
0,2008,9,271,197
0,1984,9,251,39
0,1998,9,251,197
0,1980,9,251,39
0,2013,9,251,197
0,1993,9,251,39
0,2014,9,251,197
1,2020,11,600,231
0,2014,9,251,217
0,2005,9,251,349
0,2006,9,251,325
0,2001,9,251,322
0,2003,9,251,197
0,2016,9,251,197
0,1998,9,251,197
0,2015,9,251,217
1,2020,11,503,108
0,2014,14,251,149
0,1987,9,251,22
1,2019,14,733,86
1,1986,9,317,75
0,2020,11,251,315
1,2020,11,503,100
1,2020,11,600,482
0,2017,10,358,120
0,2010,8,600,317
1,2020,11,503,108
0,2014,9,251,197
1,2020,9,105,389
0,2018,8,600,344
0,2020,14,251,120
1,2019,10,251,430
1,2019,14,733,418
0,2020,11,600,466
0,2016,6,600,143
0,2017,11,58,320
0,2019,11,251,315
0,2018,9,600,508
0,2019,8,86,286
1,2019,13,733,418
0,2020,9,251,197
1,2020,11,433,235
0,2019,8,600,0
0,2020,13,600,124
1,2019,11,600,252
1,2019,11,251,399
0,2020,11,251,197
1,2020,11,600,262
0,2020,11,58,52
0,2019,9,58,278
0,2020,13,58,120
0,2020,11,600,314
1,2020,11,733,374
0,2019,13,247,120
1,2020,11,733,80
0,2019,11,485,325
0,2020,10,212,278
1,2020,11,212,408
0,2019,6,600,136
0,2020,8,600,271
0,2018,11,247,322
0,2020,11,441,357
0,2020,11,600,466
1,2020,11,33,241
1,2020,9,481,381
1,2020,13,733,418
0,2020,9,2,281
1,2020,14,733,429
1,2020,14,683,86
0,2017,9,340,315
1,2020,12,600,434
1,2020,11,600,493
1,2020,11,251,241
1,2020,9,503,109
1,2020,12,503,107
1,2020,11,600,231
0,2020,11,301,327
1,2020,11,162,409
0,2019,8,600,358
0,2020,11,320,5
0,2020,9,410,214
0,2017,8,600,333
1,2020,11,467,408
0,2017,6,317,73
1,2019,11,352,241
0,2016,9,503,286
0,2020,11,600,466
1,2020,14,595,111
1,2018,11,600,288
0,2014,8,600,182
0,2019,9,251,371
0,2019,13,733,120
0,2019,13,733,120
1,2019,11,600,288
0,2019,13,733,120
0,2020,11,251,217
1,2020,9,600,297
0,2018,9,424,197
1,2020,11,368,414
0,2020,12,15,137
0,2019,11,600,314
1,2020,11,439,377
0,2020,8,600,305
0,2019,9,489,322
1,2020,11,249,241
1,2020,11,600,231
1,2020,9,600,457
1,2020,11,50,381
0,2020,14,86,120
0,2020,11,600,466
0,2020,12,381,137
0,2017,11,733,214
0,2017,11,424,325
0,2020,11,251,322
0,2019,11,162,315
0,2019,11,600,285
0,2020,8,600,20
0,2020,11,441,371
1,2020,11,600,288
0,2016,12,366,328
0,2020,9,733,22
1,2020,13,251,429
0,2019,11,485,215
0,2010,11,402,322
0,2019,11,600,285
0,2005,8,400,322
1,2016,9,441,387
0,2018,8,618,358
0,2019,13,45,130
0,2020,11,600,466
0,2019,9,251,315
0,2019,11,424,322
0,2011,8,503,333
0,2020,11,600,466
1,2014,9,317,77
1,2020,11,212,241
0,2019,9,251,197
1,2020,13,733,418
0,2019,13,733,120
0,2016,11,600,340
0,2011,6,591,137
0,2016,9,600,199
0,2017,9,424,325
0,2007,8,600,314
0,2020,9,733,325
0,2018,11,162,278
0,2019,11,517,285
0,2020,11,600,333
1,2019,9,121,395
0,2019,9,251,466
1,2020,11,424,401
1,2019,11,441,238
1,2020,11,340,396
0,2020,9,251,22
1,2020,11,600,253
1,2020,11,317,408
0,2019,14,317,66
1,2020,9,410,507
0,2016,9,366,325
0,2015,11,366,322
1,2020,11,600,486
0,2015,11,366,196
0,2016,11,366,322
1,2020,11,600,231
0,2015,11,733,315
0,2014,9,366,365
0,2020,11,600,466
0,2019,12,600,138
1,2020,9,433,375
0,2019,11,600,341
1,2018,11,58,231
1,2020,11,600,483
1,2020,11,433,375
1,2020,10,733,381
1,2020,11,2,238
0,2020,11,212,315
0,2019,9,251,371
0,2020,8,600,340
0,2020,11,251,322
0,2012,12,424,216
1,2020,11,45,414
0,2018,12,403,135
1,2008,12,600,426
0,2015,8,192,333
0,2019,11,600,314
0,2015,8,600,27
1,2017,11,366,408
0,2016,8,600,340
0,2016,7,600,342
0,2017,13,733,438
1,2017,13,128,429
0,2019,3,531,124
0,2019,11,386,325
0,2017,11,392,196
0,2020,11,212,217
0,2010,12,424,216
0,2019,9,251,325
1,2020,11,251,389
0,2018,9,366,214
0,2019,12,317,2
1,2021,11,600,443
1,2020,11,348,253
1,2019,9,733,383
1,2019,11,485,241
0,2015,12,424,217
0,2020,9,600,227
1,2018,13,600,429
0,2020,14,600,124
0,2017,8,600,321
0,2020,12,340,278
0,2019,9,272,325
1,2018,11,600,257
0,2018,11,600,321
0,2019,7,697,341
0,2019,11,394,328
0,2019,9,251,197
0,2018,9,235,322
1,2020,13,600,429
1,2018,9,366,390
0,2020,8,600,314
0,2019,9,251,327
1,2020,9,86,476
1,2020,9,733,375
0,2017,8,600,305
1,2020,11,600,231
1,2020,11,317,80
0,2014,9,323,271
1,2019,9,600,251
1,2020,11,600,231
0,2020,11,600,286
0,2020,7,600,60
0,2019,6,600,203
0,2020,9,600,466
1,2020,12,600,429
0,2019,9,251,371
0,2020,11,441,328
0,2016,11,600,196
0,1994,9,251,173
1,2015,11,317,80
1,2020,11,433,379
0,2017,8,600,438
0,2018,7,79,217
1,2019,14,201,425
0,2019,10,352,128
0,2020,12,503,438
1,2014,11,317,80
1,2018,9,317,80
1,2014,13,600,418
0,2019,11,600,47
0,1999,10,251,324
0,2020,11,317,322
1,2020,11,340,394
0,2016,11,162,322
0,2017,9,366,196
1,2020,11,301,390
0,2020,11,600,285
1,2020,11,441,238
1,2019,9,317,382
0,2009,11,600,466
1,2020,11,503,97
1,2020,9,600,382
0,2018,11,165,322
1,2020,9,733,389
1,2020,12,503,297
1,2020,11,45,411
0,2020,9,251,217
0,2019,9,251,196
0,2020,11,251,466
0,2017,6,600,314
0,2019,11,480,315
0,2015,11,424,371
1,2020,11,733,288
1,2017,9,366,408
1,2020,11,600,442
1,2020,11,600,483
0,2020,12,600,217
0,2020,11,340,466
1,2020,11,600,475
1,2020,9,317,80
1,2020,9,484,410
1,2020,9,600,297
1,2019,11,600,387
0,2004,11,736,197
0,2020,11,600,466
0,2019,9,251,196
1,2011,12,600,428
0,2019,9,251,197
0,2020,9,600,314
0,2013,8,722,314
0,2020,11,600,340
1,2020,11,352,409
1,2020,11,58,289
1,2020,9,212,381
1,2019,12,600,442
0,2019,9,600,341
1,2020,9,105,411
0,2011,6,647,124
0,2019,11,600,314
0,2015,8,539,328
0,2019,9,317,2
1,2008,9,317,80
0,2015,8,586,305
0,2018,9,251,315
0,2019,11,453,328
1,2020,11,600,231
0,2017,8,31,369
0,2019,11,600,49
0,2020,11,600,466
1,2018,13,162,418
0,2019,11,392,39
1,2020,10,733,430
0,2018,9,600,271
0,2019,11,251,197
1,2020,9,600,483
1,2019,11,503,97
1,2020,14,600,429
1,2020,11,251,241
1,2020,11,600,252
0,2014,8,503,38
1,2020,13,15,429
1,2020,11,162,385
0,2020,11,600,20
1,2020,11,600,296
0,2017,8,600,314
0,2020,11,441,197
1,2020,9,503,109
0,2020,9,340,217
1,2019,12,58,413
0,2017,9,251,325
1,2020,11,600,297
1,2019,11,38,401
0,2018,9,275,322
1,2017,9,433,375
1,2018,9,58,236
0,2014,12,503,214
1,2018,12,317,92
1,2019,14,733,418
0,2007,13,600,124
0,2008,14,704,124
0,2009,3,439,124
0,2020,11,251,349
0,2015,11,600,466
0,2001,3,707,132
1,2017,11,433,375
0,2019,10,733,130
1,2020,11,600,500
1,2017,14,359,418
1,2020,11,456,232
0,2006,8,347,326
0,2018,14,317,66
0,2017,11,272,325
1,2015,9,433,375
0,2015,11,733,0
0,2009,8,600,182
1,2017,11,433,379
1,2020,11,600,493
1,2017,9,433,375
0,2019,9,251,349
0,2019,11,251,315
1,2019,12,317,289
0,2019,7,600,230
0,2019,11,600,182
1,2019,11,375,412
1,2018,14,733,419
1,2016,13,434,418
1,2018,14,433,419
1,2019,11,733,468
1,2019,9,105,408
1,2019,9,317,80
0,2019,11,317,322
0,2013,11,424,25
0,2018,9,12,278
1,2019,11,600,288
0,2018,11,733,214
0,2019,11,301,315
1,2019,11,162,408
1,2019,11,600,248
0,2019,8,600,47
0,2017,12,317,74
0,2019,7,600,124
0,2019,8,300,36
0,2017,8,186,25
0,2019,7,600,354
1,2019,11,317,85
0,2019,9,340,216
0,2019,12,600,124
1,2019,12,600,477
0,2019,8,600,508
1,2012,9,600,483
0,2019,13,15,149
0,2017,12,366,214
1,2019,11,339,408
0,2014,9,366,325
0,2018,11,733,362
0,2015,12,366,325
0,2015,11,733,322
0,2019,7,558,305
1,2019,11,699,401
0,2019,12,687,278
1,2019,11,162,390
1,2019,11,392,241
1,2019,11,586,231
1,2019,11,600,458
0,2019,11,600,466
0,2018,11,36,196
0,2015,8,594,315
0,2015,9,251,197
1,2016,12,433,375
1,2015,13,600,419
1,2019,9,433,375
1,2018,11,366,408
0,2001,9,251,197
0,2015,11,251,197
0,2006,9,251,52
0,2011,9,255,53
0,2013,9,251,22
0,2011,9,251,371
1,2012,12,317,80
0,2019,9,733,128
0,2007,9,251,197
0,2017,9,366,217
0,2010,9,251,328
0,2004,12,251,39
0,2009,9,251,325
0,2017,11,235,197
0,2008,9,251,324
1,2012,14,600,429
0,2012,9,251,328
1,2005,14,600,429
0,2011,9,251,197
0,2019,8,600,36
0,2016,11,366,214
0,2017,11,424,217
0,2016,9,366,217
0,2018,9,733,325
0,2019,11,480,371
0,2018,11,733,371
0,2019,11,503,466
0,2019,11,268,322
0,2017,9,150,214
0,2019,11,600,466
0,2019,12,600,124
0,2017,8,600,342
0,2019,9,251,52
0,2019,7,45,308
1,2019,11,600,482
0,2017,9,366,214
0,2017,9,733,322
1,2020,12,600,482
0,2019,8,586,305
0,2017,11,317,5
0,2017,11,366,322
0,2019,14,600,120
1,2019,12,317,81
1,2019,11,45,410
1,2019,9,600,231
1,2019,11,441,396
1,2019,11,733,237
0,2016,9,366,197
0,2017,12,568,197
0,2019,12,600,142
0,2019,11,600,271
1,2019,11,600,475
1,2019,11,600,482
1,2019,12,105,413
1,2019,9,121,387
0,2019,11,600,466
1,2018,11,600,502
0,2019,6,600,130
0,2019,12,251,217
0,2014,8,600,340
0,2019,11,391,328
1,2018,11,600,483
0,2019,9,251,217
0,2019,11,15,278
0,2017,9,251,325
0,2016,12,251,325
0,2017,9,503,197
0,2018,12,251,325
1,2016,13,733,420
0,2019,9,485,140
0,2017,9,251,197
0,2019,11,162,280
0,2015,11,401,328
1,2019,9,433,375
0,2019,10,739,278
0,2019,9,251,197
0,2019,9,199,315
1,2019,13,513,418
0,2018,11,366,220
0,2019,11,162,315
0,2016,11,424,322
1,2019,11,349,238
0,2018,11,733,214
0,2018,11,366,209
0,2017,11,366,25
1,2019,9,733,389
0,2018,9,366,328
0,2019,12,600,137
1,2019,9,317,80
1,2019,11,45,399
1,2019,12,600,482
1,2019,11,162,406
0,2008,8,600,36
0,2019,9,251,217
0,2019,14,733,124
0,2019,11,78,314
0,2019,8,600,305
0,2019,11,600,466
0,2019,13,600,120
1,2015,11,392,241
0,2019,13,733,120
1,2019,11,340,393
0,2019,9,251,39
0,2019,11,441,278
0,2017,8,600,340
1,2019,9,105,407
0,2019,11,162,315
1,2019,9,600,493
0,2015,11,317,5
0,2008,11,600,466
1,2019,12,600,442
1,2019,11,600,231
1,2019,11,45,406
0,2019,11,600,286
1,2019,11,421,381
1,2019,14,618,428
1,2019,14,600,429
0,2019,9,600,131
1,2019,11,485,406
0,2019,11,600,271
0,2019,9,251,325
1,2019,11,212,408
0,2019,10,340,281
0,2019,9,251,315
1,2019,11,162,232
0,2019,11,600,466
1,2019,9,733,389
1,2019,11,480,413
0,2019,11,159,25
0,2014,11,600,466
0,2015,7,528,322
0,2013,8,627,342
1,2003,9,480,386
0,2019,8,561,333
0,2019,9,121,278
0,2019,12,2,147
0,2019,11,251,39
0,2019,9,251,209
1,2019,11,600,442
1,2013,9,433,375
1,2010,12,317,92
0,2011,12,317,72
0,2019,6,464,124
1,2004,11,480,386
1,2019,13,600,418
1,2002,12,480,390
1,2017,9,433,375
0,2018,9,271,278
1,2019,11,340,238
0,2013,9,317,70
1,2019,11,485,401
1,2019,9,600,294
1,2019,11,489,241
1,2003,9,733,388
0,2019,11,162,466
1,2019,9,485,389
1,2020,11,11,300
1,2019,9,433,379
0,2019,11,600,466
0,2009,8,600,316
1,2019,9,105,392
0,2019,11,600,271
1,2019,11,251,389
1,2019,9,503,100
1,2019,14,517,426
0,2019,7,600,198
0,2019,11,162,39
1,2019,11,121,238
0,2016,9,251,371
0,2019,11,600,305
1,2019,9,317,241
0,2018,9,108,39
0,2019,10,45,130
1,2014,12,600,429
0,2019,11,600,466
1,2019,11,503,108
0,2017,8,600,196
0,2019,11,433,325
0,2019,8,600,182
1,2016,12,503,108
0,2016,9,600,271
0,2019,11,251,328
1,2019,11,600,231
0,2014,13,600,438
0,2014,14,600,124
1,2015,10,600,429
0,2012,12,618,130
0,2017,13,600,120
0,2017,12,706,124
0,2013,13,618,124
0,2016,12,600,120
0,2015,12,600,124
0,2010,13,618,124
0,2015,13,600,124
1,2013,10,600,429
0,2019,11,441,214
1,2015,12,600,291
1,2018,11,162,241
0,2019,11,600,305
1,2016,9,600,385
0,2017,12,600,305
0,2018,11,503,182
1,2008,12,317,92
0,2019,9,251,52
0,2019,11,600,271
1,2015,9,317,85
0,2019,12,600,142
0,2018,6,600,131
1,2014,12,317,89
1,2010,9,317,88
1,2016,9,317,80
1,2019,9,683,381
0,2019,12,600,131
1,2019,11,600,442
1,2019,14,59,418
0,2019,11,733,438
0,2019,8,551,305
0,2019,11,302,322
0,2007,11,340,278
0,2019,13,58,120
1,2006,11,9,396
1,2019,11,212,410
0,2016,11,340,280
0,2019,11,2,466
1,2019,11,683,80
1,2019,11,480,239
1,2019,11,733,241
1,2016,9,433,375
0,2019,11,251,325
1,2017,9,433,375
1,2019,9,733,241
0,2019,11,600,466
1,2018,11,600,301
0,2019,9,600,278
0,2019,12,348,278
0,2018,10,503,281
1,2019,12,105,392
1,2019,10,105,392
1,2020,11,600,482
1,2019,11,45,241
0,2014,11,489,328
0,2019,8,600,194
1,2019,11,441,238
0,2019,11,723,271
1,2018,11,2,238
0,2019,12,733,360
1,2019,9,162,381
1,2019,12,441,383
0,2019,11,600,345
0,2018,11,472,197
1,2019,9,105,403
1,2019,11,600,472
0,2019,7,600,285
0,2019,9,420,346
1,2019,11,600,288
0,2019,12,600,271
0,2018,9,241,52
0,2019,11,600,287
0,2016,8,503,24
0,2019,14,733,124
0,2018,7,169,328
0,2017,9,428,217
1,2019,13,733,418
0,2019,13,733,120
0,2019,13,733,120
0,2019,13,733,120
0,2019,13,733,120
0,2019,11,600,341
0,2018,11,733,322
1,2019,12,503,104
1,2019,13,503,110
0,2017,9,489,217
1,2019,13,251,429
1,2017,14,733,419
0,2019,11,441,197
1,2019,14,600,418
0,2017,11,366,39
0,2019,11,503,271
0,2019,8,600,194
1,2017,11,352,405
0,2018,9,366,322
0,2019,9,251,197
0,2017,9,272,308
1,2019,9,105,239
1,2019,12,15,436
1,2016,11,433,375
0,2019,11,600,271
0,2019,11,600,271
0,2019,11,433,466
1,2015,9,433,375
0,2015,8,715,341
0,2018,11,600,286
1,2014,11,489,241
0,2019,9,58,466
0,2019,11,162,322
1,2019,9,433,235
0,2017,11,489,217
0,2019,11,600,340
0,2019,11,600,508
1,2019,11,600,487
0,2019,9,366,322
0,2019,11,317,328
1,2020,11,162,389
0,2019,11,448,346
1,2018,14,733,86
0,2019,9,733,362
1,2019,9,317,80
0,2019,7,600,333
0,2019,9,600,340
1,2019,11,600,442
0,2019,11,600,466
0,2019,14,600,124
0,2018,9,272,325
1,2019,14,340,423
1,2019,9,433,377
0,2019,11,251,315
0,2016,9,550,271
0,2019,11,489,217
1,2019,12,513,113
0,2019,11,86,355
0,2019,12,489,124
1,2019,11,503,97
1,2019,12,600,427
1,2019,11,600,297
1,2019,13,733,418
0,2019,13,600,120
1,2019,11,600,76
1,2019,11,600,288
0,2019,11,340,217
0,2018,12,600,271
1,2016,9,433,375
1,2017,9,433,375
1,2018,11,251,389
1,2018,11,251,405
0,2018,9,352,325
1,2018,11,251,406
1,2017,11,251,405
0,2017,12,251,281
0,2019,13,733,120
1,2018,14,433,419
0,2019,11,600,466
0,2000,3,228,124
1,2016,9,433,375
1,2017,12,433,375
0,1998,3,600,124
0,2005,8,600,196
1,2019,11,600,253
0,2019,11,503,466
0,2019,12,733,278
0,2019,12,317,322
1,2019,11,251,401
0,2018,12,489,214
1,2019,11,2,238
0,2019,11,618,338
0,2019,11,600,73
0,2019,9,251,325
0,2013,7,241,39
1,2018,11,340,238
1,2019,9,600,288
0,2019,10,687,278
1,2019,11,15,409
0,2019,9,733,216
0,2019,9,733,216
0,2019,8,600,0
0,2019,11,600,466
0,2019,11,251,197
0,2018,11,600,209
0,2009,11,251,315
1,2019,11,433,377
0,2019,11,600,182
1,2019,11,733,241
1,2019,11,212,97
1,2019,11,441,97
1,2019,11,600,442
1,2019,9,600,297
1,2019,11,441,406
0,2018,11,489,214
0,2019,13,58,120
0,2019,11,251,325
1,2019,9,433,375
0,2019,11,503,0
0,2012,11,600,466
0,2019,12,600,280
0,2006,9,600,271
1,2019,11,600,231
0,2019,9,251,216
0,2019,12,600,278
0,2019,11,600,271
1,2019,11,317,83
0,2018,9,489,214
1,2019,11,162,409
0,2019,9,105,325
0,2019,12,600,131
1,2019,11,733,97
1,2019,11,600,259
1,2019,11,600,477
1,2019,9,600,297
0,2019,11,715,466
0,2019,11,503,278
0,2019,11,251,328
0,2018,11,251,196
0,2018,9,251,209
0,2019,9,489,217
1,2019,11,162,412
0,2019,10,600,271
0,2016,9,378,315
0,2019,9,251,197
0,2012,11,51,278
1,2016,13,733,418
1,2018,10,600,297
1,2006,9,317,80
0,2014,11,135,315
1,2018,9,503,96
0,2004,3,600,120
0,2019,9,496,214
1,2018,13,116,110
0,2019,11,733,214
0,2018,11,121,214
0,2019,12,96,126
1,2019,9,733,442
1,2019,12,586,477
1,2018,11,121,238
1,2019,13,618,418
0,2018,11,441,371
0,2019,12,600,227
0,2019,9,45,308
0,2019,11,600,285
1,2019,11,503,104
0,2019,11,600,466
0,2016,11,239,214
1,2019,11,600,231
1,2019,9,733,77
0,2019,12,251,197
0,2018,9,251,214
0,2019,12,115,362
0,2019,9,251,315
0,2019,9,600,271
0,2019,11,733,349
0,2019,11,266,349
0,2019,11,733,349
1,2019,12,600,442
0,2018,11,386,365
0,2019,10,503,271
0,2019,11,503,466
1,2019,11,441,387
1,2019,11,2,238
1,2019,11,405,241
1,2019,9,600,297
1,2019,11,121,238
0,2019,14,439,132
1,2019,11,600,261
0,2015,7,600,463
0,2019,9,600,182
0,2019,13,58,120
1,2019,11,105,401
0,2019,11,441,214
1,2018,11,441,394
1,2019,11,683,80
1,2019,11,271,241
1,2019,11,480,412
0,2019,11,45,466
1,2019,11,733,231
0,2019,9,251,322
0,2019,11,251,216
0,2019,11,600,286
0,2018,11,340,278
1,2019,11,600,493
1,2019,14,600,418
0,2019,9,733,466
1,2019,11,600,483
1,2019,11,600,484
0,2018,11,251,315
0,2019,14,600,129
1,2019,11,45,241
1,2019,9,600,288
1,2014,11,433,235
1,2019,11,326,408
1,2019,9,600,457
1,2015,11,337,375
1,2013,12,433,375
1,2014,11,433,379
1,2015,11,433,375
1,2014,11,433,375
1,2012,11,433,375
1,2019,11,600,481
0,2019,9,251,371
0,2016,11,600,466
0,2015,9,386,197
0,2015,11,600,466
0,2014,11,600,466
0,2018,11,600,286
0,2016,11,600,466
0,2019,11,683,278
1,2019,12,600,430
0,2017,11,340,322
0,2017,9,352,128
1,2019,12,600,294
0,2019,11,733,271
0,2019,8,586,182
0,2019,9,251,322
0,2018,9,251,315
1,2019,11,485,417
1,2019,11,15,406
0,2019,11,58,340
0,2019,11,733,466
1,2019,12,600,418
0,2018,11,441,315
0,2019,9,389,346
0,2019,11,165,206
1,2019,9,433,375
0,2019,11,2,315
1,2019,11,600,107
0,2019,11,600,271
1,2018,13,17,418
0,2018,11,600,466
0,2018,11,600,466
0,2008,9,239,32
0,2013,9,239,214
0,2004,9,241,25
0,2007,11,241,52
1,2019,11,239,390
0,2019,11,441,214
1,2019,9,600,468
1,2019,14,600,429
1,2019,11,251,414
1,2019,9,433,375
0,2019,9,600,508
0,2018,9,251,39
1,2019,14,600,429
1,2019,9,105,390
0,2018,12,251,322
0,2019,9,600,182
1,2010,12,317,80
1,2011,9,317,85
1,2015,9,317,80
1,2017,12,317,80
1,2019,14,600,428
0,2019,11,441,196
1,2019,11,467,408
0,2018,11,482,315
1,2019,11,733,381
0,2019,11,212,328
1,2019,9,433,375
1,2019,9,733,404
0,2019,11,206,0
0,2017,9,223,278
1,2019,13,733,418
0,2019,9,441,280
0,2019,11,600,466
1,2019,10,600,112
0,2019,10,2,281
1,2019,9,105,390
0,2016,9,600,271
1,2019,11,733,412
1,2019,9,600,502
1,2019,11,600,303
1,2019,11,15,381
1,2019,9,485,390
1,2019,9,485,390
1,2019,9,433,379
1,2008,12,600,426
1,2018,13,600,418
0,2019,11,600,466
1,2015,13,162,418
1,2018,14,162,429
1,2018,11,317,80
0,2013,11,707,278
0,2019,11,485,347
0,2019,9,251,328
1,2011,11,600,449
0,2019,11,251,197
1,2019,11,600,231
0,2018,9,124,278
1,2019,11,600,233
1,2019,11,15,381
0,2017,11,340,55
1,2019,13,30,435
1,2018,11,441,395
0,2019,12,503,317
1,2019,11,733,240
0,2019,11,340,466
0,2018,12,317,362
0,2012,9,251,364
0,2019,9,251,278
0,2019,11,600,466
1,2019,9,317,80
0,2019,8,487,52
0,2019,11,10,315
1,2019,11,121,387
0,1998,11,317,5
1,2019,11,600,294
1,2019,12,2,424
1,2013,11,317,80
1,1995,11,317,80
1,2018,9,600,253
1,2019,9,361,381
1,2019,11,600,231
0,1997,11,317,5
0,2019,11,251,343
0,2019,9,162,328
0,2019,11,600,317
0,2019,9,45,278
0,2019,11,600,466
0,2015,8,600,508
0,2018,11,212,196
1,2012,11,317,80
1,2014,11,317,80
0,2019,12,471,271
0,2019,9,251,217
0,2018,9,251,315
1,2011,9,317,80
1,2019,11,105,389
1,2019,11,441,232
1,2017,11,38,241
1,2019,12,600,442
1,2019,11,165,241
0,2019,12,45,124
1,2019,11,733,238
1,2019,11,600,483
1,2019,11,251,109
1,2018,9,600,482
1,2019,11,600,253
0,2019,7,600,182
1,2019,11,340,238
1,2019,11,321,410
0,2019,12,600,271
0,2019,11,272,346
0,2019,11,600,466
0,2019,11,600,285
1,2011,13,336,418
0,2018,11,740,315
1,2019,11,600,262
0,2019,11,441,323
0,2019,12,15,369
0,2019,12,251,217
0,2019,6,190,120
0,2019,12,212,140
0,2018,11,251,205
1,2019,13,600,418
1,2019,11,600,493
0,2019,11,600,285
0,2019,11,212,322
0,2016,9,317,69
1,2019,11,503,109
0,2015,11,352,326
0,2019,9,600,466
0,2014,13,600,148
1,2019,9,600,482
1,2019,10,600,426
1,2019,11,433,377
0,2019,9,251,322
1,2019,9,480,408
0,2017,11,251,315
1,2017,9,317,85
0,2019,11,400,214
0,2019,9,239,56
1,2019,11,58,259
0,2019,11,251,196
1,2019,11,733,232
0,2019,11,251,322
0,2019,11,105,197
1,2019,11,600,259
0,2019,11,433,371
1,2019,11,600,468
0,2019,12,600,271
1,2017,11,733,289
0,2019,11,31,315
0,2019,9,600,51
1,2018,11,600,457
0,2019,11,600,351
1,2019,11,600,500
0,2019,11,733,226
0,2019,12,687,278
0,2018,9,251,25
0,2019,11,600,466
1,2019,10,600,429
1,2018,11,340,238
1,2019,11,340,232
0,2014,9,441,278
